label        tp	 fp	 fn	 prec	 rec	 f1
DA           7	 2	 0	 0.7777778	 1.0	 0.875
NA           0	 0	 1	 0.0	 0.0	 0.0
SD           0	 0	 2	 0.0	 0.0	 0.0
CC           1	 4	 0	 0.2	 1.0	 0.3333333
AR           0	 0	 2	 0.0	 0.0	 0.0
P            0	 0	 1	 0.0	 0.0	 0.0
LR           1	 0	 0	 1.0	 1.0	 1.0
tp: 9 fp: 6 fn: 6 labels: 7
Macro-average	 prec: 0.28253967, rec: 0.42857143, f1: 0.34056124
Micro-average	 prec: 0.6, recall: 0.6, f1: 0.6
