label        tp	 fp	 fn	 prec	 rec	 f1
DA           6	 1	 0	 0.85714287	 1.0	 0.9230769
NA           0	 0	 1	 0.0	 0.0	 0.0
SD           0	 0	 1	 0.0	 0.0	 0.0
VC           0	 0	 2	 0.0	 0.0	 0.0
CC           2	 1	 0	 0.6666667	 1.0	 0.8
SN           5	 2	 0	 0.71428573	 1.0	 0.8333334
tp: 13 fp: 4 fn: 4 labels: 6
Macro-average	 prec: 0.37301588, rec: 0.5, f1: 0.42727274
Micro-average	 prec: 0.7647059, recall: 0.7647059, f1: 0.7647059
