label        tp	 fp	 fn	 prec	 rec	 f1
DA           6	 2	 0	 0.75	 1.0	 0.85714287
N            0	 0	 3	 0.0	 0.0	 0.0
NA           0	 0	 1	 0.0	 0.0	 0.0
SD           0	 0	 1	 0.0	 0.0	 0.0
VC           0	 0	 2	 0.0	 0.0	 0.0
CC           2	 1	 0	 0.6666667	 1.0	 0.8
P            2	 4	 0	 0.33333334	 1.0	 0.5
tp: 10 fp: 7 fn: 7 labels: 7
Macro-average	 prec: 0.25000003, rec: 0.42857143, f1: 0.3157895
Micro-average	 prec: 0.5882353, recall: 0.5882353, f1: 0.5882353
