label        tp	 fp	 fn	 prec	 rec	 f1
DA           7	 8	 0	 0.46666667	 1.0	 0.6363636
NA           0	 0	 1	 0.0	 0.0	 0.0
SD           0	 0	 2	 0.0	 0.0	 0.0
CC           0	 0	 1	 0.0	 0.0	 0.0
AR           0	 0	 2	 0.0	 0.0	 0.0
P            0	 0	 1	 0.0	 0.0	 0.0
LR           0	 0	 1	 0.0	 0.0	 0.0
tp: 7 fp: 8 fn: 8 labels: 7
Macro-average	 prec: 0.06666667, rec: 0.14285715, f1: 0.09090909
Micro-average	 prec: 0.46666667, recall: 0.46666667, f1: 0.46666667
