label        tp	 fp	 fn	 prec	 rec	 f1
SV           0	 0	 3	 0.0	 0.0	 0.0
DA           9	 3	 0	 0.75	 1.0	 0.85714287
NAV          0	 0	 3	 0.0	 0.0	 0.0
SD           0	 0	 4	 0.0	 0.0	 0.0
RV           0	 0	 1	 0.0	 0.0	 0.0
CC           8	 7	 0	 0.53333336	 1.0	 0.69565225
AR           0	 0	 6	 0.0	 0.0	 0.0
SN           3	 0	 0	 1.0	 1.0	 1.0
LR           3	 7	 0	 0.3	 1.0	 0.4615385
tp: 23 fp: 17 fn: 17 labels: 9
Macro-average	 prec: 0.28703701, rec: 0.44444445, f1: 0.34880453
Micro-average	 prec: 0.575, recall: 0.575, f1: 0.575
