label        tp	 fp	 fn	 prec	 rec	 f1
DA           5	 6	 0	 0.45454547	 1.0	 0.625
NA           0	 0	 3	 0.0	 0.0	 0.0
SD           0	 0	 3	 0.0	 0.0	 0.0
VC           0	 0	 1	 0.0	 0.0	 0.0
CC           0	 0	 3	 0.0	 0.0	 0.0
AR           1	 2	 1	 0.33333334	 0.5	 0.4
SN           3	 3	 0	 0.5	 1.0	 0.6666667
LR           2	 0	 0	 1.0	 1.0	 1.0
tp: 11 fp: 11 fn: 11 labels: 8
Macro-average	 prec: 0.28598484, rec: 0.4375, f1: 0.34587696
Micro-average	 prec: 0.5, recall: 0.5, f1: 0.5
