label        tp	 fp	 fn	 prec	 rec	 f1
DA           7	 4	 0	 0.6363636	 1.0	 0.7777778
N            0	 1	 0	 0.0	 0.0	 0.0
NA           0	 0	 1	 0.0	 0.0	 0.0
SD           0	 0	 2	 0.0	 0.0	 0.0
CC           1	 1	 0	 0.5	 1.0	 0.6666667
AR           0	 0	 2	 0.0	 0.0	 0.0
P            0	 0	 1	 0.0	 0.0	 0.0
LR           1	 0	 0	 1.0	 1.0	 1.0
tp: 9 fp: 6 fn: 6 labels: 8
Macro-average	 prec: 0.26704544, rec: 0.375, f1: 0.3119469
Micro-average	 prec: 0.6, recall: 0.6, f1: 0.6
